0,polarity,subjectivity,Sentiment
1hr,0.0,0.0,Neutro
let  get above 43350 and confirm that 1hr bottom,0.0,0.1,Neutro
#bitcoin pretty clear who won the race in q4 so far.,0.15000000000000002,0.7944444444444444,Positivo
"mac knowsace…..….  🤔 next x100….…   🤔 feww> [](> i gave u  at .61> i gave you  at .00256> i gave you  before it did x10 > > and in the past months i have hinted about this coin is the next x100. anyone who doubted me will be furious, it  coming do not  fight it",-0.08333333333333333,0.08333333333333333,Negativo
": time for the  research thread, as promised.this is another new cycle coin that has now joined the likes of my convictio…",0.13636363636363635,0.45454545454545453,Positivo
i'm long  #jto,-0.05,0.4,Negativo
"it pumped  #arb > [](> #arb  did not join the pump this season> > technically it is ready> > if you know any reason it is not moving up, fundamentals or anything pls comment here",0.0,0.1,Neutro
#ordi closing confused signal in other words neutrali do not  want to lose my profit,-0.2625,0.5375,Negativo
"it pumped  #arb > [](> #arb  did not join the pump this season> > technically it is ready> > if you know any reason it is not moving up, fundamentals or anything pls comment here",0.0,0.1,Neutro
#ordi closing confused signal in other words neutrali do not  want to lose my profit,-0.2625,0.5375,Negativo
: you are not ready for what  going to happen with . have a look at the volume at the lows. people are preparing but yo…,-0.1,0.5,Negativo
bought at 2.5 mil marketcap and now trading at 45 mil marketcap.🤝💥 not planning to sell anytime soon 🧲> [](> added some  to the portfolio aswell. 2.5 mil marketcap. game looks insane.>,-0.4,0.4,Negativo
"#altcoins flying while #bitcoin struggles for a reclaim. i dunno man, i would  be cautious here.",0.0,0.0,Neutro
is breaking out! this usually means alts will follow soon!,-0.3125,0.25,Negativo
important level for  right here....consolidating below key level. this is gonna break out which also means a full retrace from when the selling started because of the liquidity issues. back on track!,0.20714285714285713,0.6171428571428571,Positivo
about to move,0.0,0.0,Neutro
,0.0,0.0,Neutro
weekly levelsbuckle up,0.0,0.0,Neutro
short the strongest eth beta of the day,0.0,0.3,Neutro
.69> [](>  to .420 for the culture,0.0,0.0,Neutro
we meet again,0.0,0.0,Neutro
this mfer is refusing to make it easy for usbouncing on the line,0.43333333333333335,0.8333333333333334,Positivo
"#bitcoin - i could still be holding this trade from the exact bottom and saying i'm selling it at ,279 today and twitter would still find a problem with it.> [](> closing the 100x #bitcoin    long today. realizing profits on this and sending off the exchange. exposure is still very heavy in the markets but it never hurts to take profits.",-0.02,0.43333333333333335,Negativo
"if you held #bitcoin from the exact bottom at ,700 and sold today at ,281 you would  have about a 170% return on the year. i had a 205% return trading  on the year and that  why i sold ""early"". any higher and i was being greedy.",0.19999999999999998,0.35000000000000003,Positivo
uh oh  buyooors > [](> we are now max short  at an average price of .825 with a hard stop above .111,-0.11041666666666666,0.3354166666666667,Negativo
pair btc,0.0,0.0,Neutro
short,0.0,0.3,Neutro
- i do not  think we will  have as wild of an alt season but there  definitely upside for those that are patient enough. a 100% move for example when you zoom out does not  seem unrealistic.,-0.1,0.6,Negativo
"huge partnership comfy longterm hodl.> [](> thrilled to announce our exclusive partnership with  to leverage our ai and metaverse technology to revolutionize digital fashion.> > together, we introduce . coming 2024.",0.3333333333333333,0.5333333333333333,Positivo
like a ramp,0.0,0.0,Neutro
on the wings of love....,0.5,0.6,Positivo
congrats #noanfam  #jto 🥳🎉,0.0,0.0,Neutro
"110% later...> [](>  coming in hot with the 3 week range break, i think this is gearing up for 100% or so move up.> > basically the lido of sol but trading at 1/50th of the market cap.> > not for much longer imo.",0.225,0.525,Positivo
i longed #mubi  > [](>  #mubi would pump hard like    > > closed spot n waiting for retracement to open long on #mexc,-0.11041666666666668,0.38541666666666663,Negativo
"so far so good, bounce holding..jobs report tomorrow, we will  see what effect that has, i think positive",0.34242424242424235,0.7151515151515152,Positivo
"clean chart, coinbase instead of my binance with the low time frame lines on itrsi a bit crazy but ya know..",-0.07777777777777777,0.6333333333333333,Negativo
green arrow 1hre,-0.2,0.3,Negativo
70 american bald eagle dollars> [](> i think head and shoulder bro  about to get baited big time on,0.0,0.05,Neutro
🟢  🟢📈 +7% 📈,0.0,0.0,Neutro
"have not opened my phantom wallet in a while, have  worth of  for some reason?thing is crazy, what is this?",-0.15,0.5,Negativo
i was clearly playing the wrong l2  with,-0.19999999999999998,0.6416666666666666,Negativo
i own no  but charts like this have been popping off latelylooks solid,0.3,0.55,Positivo
take partial profit and let the remaining ride#bone,-0.1,0.3,Negativo
"really annoying that ,000 in  from any point of a 6-month range is now worth ,000+ and i didn’t buy any.",-0.25,0.5,Negativo
opened a  #perp long repost for chart,-0.05,0.4,Negativo
+1000% coming soon?  #jto,0.0,0.0,Neutro
#igu break-evendecide if you wanna hold or exit i'm holding 50%,0.0,0.0,Neutro
#mubi  nice gains 🥳,0.6,1.0,Positivo
"#pyth trying to flip resistance to support, if successful it will surge 🚀",0.75,0.95,Positivo
"going for the next leg -- targeting ±.one of the comfiest holds of this cycle so far, and i do not  think that changes anytime soon.",0.05,0.5,Positivo
"is breaking out to new highs!after accumulating this one for weeks, it  finally starting to move higher.send it!",0.06818181818181818,0.2772727272727273,Positivo
"what a chad> [](> > > 13.4r ✅> > congrats to those who won, it  a beautiful start to a beautiful friday ❤️",0.85,1.0,Positivo
"would be very good for the market if #bitcoin spent the rest of the year consolidating below ,000.if it pushes through in one go, pretty sure this cycle is going to be even more btc-dominated than i thought.",0.41200000000000003,0.6537777777777778,Positivo
"#bitcoin starting to outperform my plan.been a loud bull since the bottom, and yet the market is telling me i'm not bullish enough.time to fuck around and find out what this market is made of. target 1: ,000.target 2: ,000.let  roll.",-0.10000000000000002,0.5,Negativo
shorted #btc just now.,0.0,0.0,Neutro
so many people laughed at these comparisons 6 months ago.they are  not laughing now.history is repeating. get on the programme.#bitcoin,0.6,0.35,Positivo
"after 18 months of accumulation,  is finally on its way.people forget how hard this thing can move.",-0.14583333333333334,0.7708333333333333,Negativo
me when i see the 1w ichi setup on .> [](> typical cardano enjoyoor.,-0.16666666666666666,0.5,Negativo
"sniper entry, all planned days ahead 🎯i notice some xcad fanboys commenting that the target is way too low,  let me explain.we are different: you are an investor, i'm a trader. a target on a chart does not  mean i expect a big downfall from there. it  a level where i…",0.0390625,0.421875,Positivo
will remain a good coin to scalp on the lower timeframes as volume and volatility is very high.i'm watching the range low/high to trade a possible sweep. will see what we get!get up to a  deposit bonus & support me:,0.3,0.6333333333333334,Positivo
you ask me about i will only take action if he gives me a stop run in the box down there,-0.018518518518518528,0.462962962962963,Negativo
"really annoying that ,000 in  from any point of a 6-month range is now worth ,000+ and i didn’t buy any.",-0.25,0.5,Negativo
opened a  #perp long repost for chart,-0.05,0.4,Negativo
+1000% coming soon?  #jto,0.0,0.0,Neutro
: 70 american bald eagle dollars,0.0,0.0,Neutro
#igu break-evendecide if you wanna hold or exit i'm holding 50%,0.0,0.0,Neutro
#mubi  nice gains 🥳,0.6,1.0,Positivo
"#pyth trying to flip resistance to support, if successful it will surge 🚀",0.75,0.95,Positivo
"going for the next leg -- targeting ±.one of the comfiest holds of this cycle so far, and i do not  think that changes anytime soon.",0.05,0.5,Positivo
"is breaking out to new highs!after accumulating this one for weeks, it  finally starting to move higher.send it!",0.06818181818181818,0.2772727272727273,Positivo
"what a chad> [](> > > 13.4r ✅> > congrats to those who won, it  a beautiful start to a beautiful friday ❤️",0.85,1.0,Positivo
"would be very good for the market if #bitcoin spent the rest of the year consolidating below ,000.if it pushes through in one go, pretty sure this cycle is going to be even more btc-dominated than i thought.",0.41200000000000003,0.6537777777777778,Positivo
"#bitcoin starting to outperform my plan.been a loud bull since the bottom, and yet the market is telling me i'm not bullish enough.time to fuck around and find out what this market is made of. target 1: ,000.target 2: ,000.let  roll.",-0.10000000000000002,0.5,Negativo
so many people laughed at these comparisons 6 months ago.they are  not laughing now.history is repeating. get on the programme.#bitcoin,0.6,0.35,Positivo
"after 18 months of accumulation,  is finally on its way.people forget how hard this thing can move.",-0.14583333333333334,0.7708333333333333,Negativo
me when i see the 1w ichi setup on .> [](> typical cardano enjoyoor.,-0.16666666666666666,0.5,Negativo
will remain a good coin to scalp on the lower timeframes as volume and volatility is very high.i'm watching the range low/high to trade a possible sweep. will see what we get!get up to a  deposit bonus & support me:,0.3,0.6333333333333334,Positivo
: would you survive this?#bitcoin,0.0,0.0,Neutro
looks primed to break into new all-time highs.i'm ready. are you?,0.16818181818181818,0.4772727272727273,Positivo
"daily reminder to stick to the plan.for me, that means no selling, no withdrawing, but no depositing either until we reach new all-time highs.comfortably exposed, riding my bags into the sunset. #bitcoin",0.06818181818181818,0.22727272727272727,Positivo
gm  holders,0.0,0.0,Neutro
- the slightest close above here and we get another new  ath.volumes absolutely soaring currently 🎯,0.08409090909090909,0.4636363636363636,Positivo
"after yesterday  move to new yearly highs, the perpetual premium on eth shot closes to it  highest level this year.this has made funding rates move up which means longs are paying more to shorts to keep their positions open.",0.21212121212121213,0.48484848484848486,Positivo
new ath still holding my baggs since 1.2 🤝,0.13636363636363635,0.45454545454545453,Positivo
: injective ecosystem will explode when mito goes live on mainnet. can’t wait to ape tokens trying to make more . https…,0.3181818181818182,0.5,Positivo
- price discovery soon 🎯,0.0,0.0,Neutro
meanwhile /btc weekly chart looks like this 👀 👀,0.0,0.0,Neutro
: peekaboo! 👀here  a small teaser of the  in-app dashboard. 🎨the dashboard shows real-time stats about the …,-0.25,0.4,Negativo
"this might not be the best entry but i'm bullish on  as well and started to farm and stake today. farm v2 release two days ago -> great apy for early investorsstill sitting below . do not  fomo but dyoruptrend and listing price reclaimthanks   > [](> if you liked the  pump, you will  love the  pump",0.6,0.55,Positivo
longed #btc at .6k on the trendline breakout. send it. 🚀trade here:,0.0,0.0,Neutro
bazooka candle soon towards 0.25> [](>  > > primed  🚀,0.0,0.0,Neutro
pushed up nicely with  yesterday..10 is the key level to hold. if it can do so i think we will  see us finally tap that .28 level soon.,0.19999999999999998,1.0,Positivo
🚀 😎> [](>  2d update> > so far so good. plan remains> > i think #crv is gearing up for a leg up 📈> > bullish as long as it stays above the green horizontal,0.10999999999999996,0.48,Positivo
let  do this!#bitcoin,0.0,0.0,Neutro
looking healthy,0.5,0.5,Positivo
#bitcoin is breaking out!the target of this bullish flag is .000.,0.0,0.0,Neutro
"full platform goes live todayif you want early access, follow the instructions below👇🏼> [](> tokensight goes live today!> want to be one of the first users?> > simply demonstrate your technical analysis skills on any token and share them on twitter. > > to participate:> -  use the cashtag  > - add the  #tokensight hashtag> -  tag  > > we will select 10 winners…",0.13896103896103895,0.37721088435374156,Positivo
"great to see my partners  mentioned in . 'in a gold rush, sell shovels' - that  exactly what  are doing by offering cloud computing power for ai, allowing other projects to build on top of their tech. is an example of a project… > [](> decentralized ai model  is being run right now on   cloud computing network. the final installment of 'real ai use cases in crypto' looks at crypto-based ai markets, and ai financial analysis.> > via cointelegraph magazine. >",0.23883928571428573,0.4638392857142857,Positivo
> [](>  hearing rumors they will be offering a bounty to report any americans who received the airdrop > > you get 1/2 the value of the airdrop if it leads to successful reporting,0.75,0.95,Positivo
bustin,0.0,0.0,Neutro
"funding rates are starting to tick positiveit only took ,500  for everyone to start going longflush around the corner imo",0.0,0.55,Neutro
back on track,0.0,0.0,Neutro
#bitcoin liquidation map 🔥has been building some thick clusters on both sides due to ranging in this same area for some time now.most notably: .9k & .8kkeep an eye out for those levels.,0.01874999999999999,0.36875,Positivo
i told  yesterday that  was on the verge of a breakout.what do we see now?  breaking out!,0.0,0.0,Neutro
: why  is high conviction:besides the bullish chart. - second incubated project launching on sunday (heard its absolut…,0.08,0.26999999999999996,Positivo
not slowing,0.0,0.0,Neutro
bruh why are people so adament on shoring the shit out of .,-0.2,0.8,Negativo
"place your bets: 1) same pattern as before, pull back after new swing high 2) up only, this time it  different",0.0493939393939394,0.4532575757575758,Positivo
seems so close now right?,0.2857142857142857,0.5357142857142857,Positivo
could  be the easiest money in the market?yesthey are going to hold custody for every  etfyou do not  even have to be clever to win on this one,0.48333333333333334,0.6166666666666667,Positivo
nice 1h triangle breakout for continuation.ascending triangle is a great pattern trade in these conditions because it has a high success rate.i will  post some more info about it soon,0.472,0.558,Positivo
next leg up for  ? green box on the 5m chart,-0.1,0.15,Negativo
breaking down big time here.,-0.07777777777777779,0.19444444444444448,Negativo
#bitcoinjust fighting with resistance,0.0,0.0,Neutro
breakout n pump you can do it 🚀 > [](> i think  #grok will break out of the range this time> > check my tv account for analysis,0.0,0.0,Neutro
consolidating before the next move imo,0.0,0.0,Neutro
: just in: 🇺🇸 vaneck  spot #bitcoin etf will have the ticker symbol,0.0,0.0,Neutro
": get ready, it  about time.",0.2,0.5,Positivo
send it > [](> next leg up for  ? > green box on the 5m chart,-0.1,0.15,Negativo
does not  this chart ring a bell for you?,0.0,0.0,Neutro
,0.0,0.0,Neutro
"one giant gap to the upside, and the scary part is that loads of altcoins look exactly like this.",-0.08333333333333333,0.75,Negativo
#btt (1000btt on bybit and mexc) - shortrisk : high,0.16,0.5399999999999999,Positivo
been a pretty easy bet,0.3416666666666667,0.9166666666666667,Positivo
the burgers have been significantly adding to their long exposure this week. imo still speculation on the btc spot etf approval.for the first time ever cme crossed over 5 billion dollar in open interest for btc.#bitcoin,0.14375,0.5270833333333333,Positivo
#bitcoin the 3 important horizontal levels i'm watching.,0.4,1.0,Positivo
#art who is with me since the  bottom on this one,0.0,0.0,Neutro
"whales are loading up. give us that sweet, sweet price discovery.",0.35,0.65,Positivo
now up 35% from these buys and on its way to  🤝> [](> i just bought more  > > i think if solana going to make a leg up higher towards + soon it happens from around this retest,0.375,0.5,Positivo
"not a default buy imo.wait for reversal> [](>  #mubi buying zone here, may go up with breakout this time. sl must.",0.0,0.0,Neutro
"last couple of days l1  have been moving like crazy, next up are l2  maybe?i'm longing some",-0.19999999999999998,0.32222222222222224,Negativo
take profit n open a shorti'm not encouraging high leverage it is for funin cross leverage is just a number avoid leverage above 10% even on crossrepost for chart,0.04,0.28500000000000003,Positivo
aped some  here on this s/r flip after correcting 23% from its highsi think we see this run back into + over the weekend,0.0,0.0,Neutro
,0.0,0.0,Neutro
finally this +  #pogai,0.0,1.0,Neutro
i added more  on this dip.run it higher.long it with me here ➡️,0.5,0.5,Positivo
"printing a nice symmetrical triangle 👀wave 5 is coming. send #gmx to + 📈 trade with me here ➡️ 🔥 up to 30,000 usdt welcome bonus for new users when they register, deposit & trade!",0.5234848484848484,0.7848484848484848,Positivo
#bitcoin likely closing this week with it  8th consecutive weekly green candle.quite the performance to say the least.we have  had pretty big streaks before but i think somewhere around 10 weeks in a row tends to be where it stops.,0.012499999999999997,0.6,Positivo
its time  xcad social - friend tech but with a native token.youtubers starting to issue fan tokensyoutuber promoting xcad to their following 750m subscripbersv2 ecosystem launch q1send it.,0.011111111111111112,0.0888888888888889,Positivo
4h bands starting to squeeze as price presses ltf range highs,0.0,0.1,Neutro
"#bitcoinbreakout, retest, send?",0.0,0.0,Neutro
i gave bottom longi gave you local top shortsomeone gonna say i'm an insider 🤣 #jto are you printing?> [](>   take profit n open a short> > i'm not encouraging high leverage > it is for fun> in cross leverage is just a number > > avoid leverage above 10% even on cross> > repost for chart,0.11,0.2733333333333334,Positivo
: 1/1  ninjaverse nft giveaway to one lucky winner.lowest rank fp worth - 2 imagine the rank 1 👀🤫to…,-0.2416666666666667,0.6833333333333333,Negativo
"what is  actually doing, besides printing profits for us? i have no clue tbh",0.0,0.1,Neutro
#btc here we go again 🎯,0.0,0.0,Neutro
long and strong,0.19166666666666665,0.5666666666666667,Positivo
until they don’t green dots green line. what more did you need to know? > [](> the shorts love 44k> > until they do not,0.15,0.42500000000000004,Positivo
all you had to do was hold,0.0,0.0,Neutro
good thing i snuck in a little 15  lot while watching equities today 😉,0.25625,0.55,Positivo
the hype is real. just performed 2 live mev tx .their bot is *that good* - people did not  even believe it. they are democratising their mev bot. the first of its kind. a genuine *first mover*... with plenty more coming.i feel incredibly underexposed.,0.43737373737373736,0.5407407407407407,Positivo
resume up only.,0.0,1.0,Neutro
breaking out of a one month consolidation higher,0.25,0.5,Positivo
#bitcoin - a good problem to have when it  even more bullish than you had predicted. thought it would have taken until 2024 to see these breakouts. obv flipping another resistance level.,0.6,0.55,Positivo
:  dailysteady ladshope you listened to the wizz and niz  higher,0.25,0.5,Positivo
"new listings on  such as ,  and lots of different alt coins to choose from on the exchange and you can receive an extra 10% off your trading fees if you sign up with my link 👇🙏 #ad> [](> brc20  are back, with  leading the pack 🚀> > trade  and other popular brc20 tokens on bingx spot 🪙",0.08733766233766234,0.41850649350649355,Positivo
": big!!   on xbox, playstation or nintendo? the answer is yes!! 🚀🚀 you want proof? listen to the audio from…",0.0,0.1,Neutro
trying to break out a year long accumulation with its biggest catalyst since elon’s snl think this is gonna be a big month for the dog coin,-0.025,0.25,Negativo
- been a fun one to trade this year.,0.3,0.2,Positivo
if close weekly above green line ...and only up in next weeks,-0.05,0.35,Negativo
you follow me ? bangggg ✍️ > [](>,0.0,0.0,Neutro
:  is making major moves heading into the next #bullrun. disclaimer:   #vault #va…,0.03125,0.25,Positivo
hé did it again 🔮> [](>  will likely trade above  once btc runs towards 35 k> > few,-0.06666666666666667,0.4000000000000001,Negativo
,0.0,0.0,Neutro
"free alpha friday. in price discovery, alts tend to play nicely with the 1.618, 2.618, etc coming out of an extended drawdown.this showed me a map on ,  and  last cycle. it may help you create a plan on this cycle. see",0.3333333333333333,0.6222222222222222,Positivo
0.013430 is the local top for  #bonk i thinksurging without any strong pullback for months opening a short and dca upto 0.013430 and then set sl 7% above the average entry price,0.13055555555555556,0.33888888888888896,Positivo
":   30 tf.bo + retest. bouncing 200ema, acting as support.1h & 4h tf above from 200ema, which is continuous o…",0.0,0.05,Neutro
oh look at that. finally did something,0.0,1.0,Neutro
this stat is pretty wild.> [](> 3 of the top 5 dexes by volume are on .> > ✅ best tech> ✅ best community> ⏳ best economy,0.75,0.48,Positivo
i’ve been telling you for sooooo long now,-0.05,0.4,Negativo
,0.0,0.0,Neutro
missed this breakout,0.0,0.0,Neutro
capo bragging about his  short was a good bottom signal,0.35,0.45000000000000007,Positivo
fresh bull breakout. should send.,0.3,0.5,Positivo
inverse head and shoulders herewatch for resistance break,0.0,0.0,Neutro
am i foolish to think  just teleports to the next weekly resistance at -53?…or is it really genius szn and we just left curve this another 20 bucks up?,0.06666666666666667,0.06666666666666667,Positivo
"exactly the same setup is materialising as the one i shared with you on btcif we can reclaim this range from q1 2022, the next level of resistance is in other words, 2x from current prices",0.025,0.22999999999999998,Positivo
#meme,0.0,0.0,Neutro
#wojak  useless meme + weekend = high risk,-0.16999999999999998,0.37,Negativo
atom starting to move means ecosystem tokens see a move too. send  pls,0.0,0.1,Neutro
,0.0,0.0,Neutro
:  #super looks like a possible breakout up!,0.16666666666666666,0.8333333333333333,Positivo
we are holding  #arbwaiting for another break out,0.0,0.0,Neutro
"sorry for those who missed it 😞> [](>  update🚀🚀🚀> > more than 5x now & still it  not listed on major cex.> > those who got in at the time of the first post, can take out their initials and let the remaining ride.> > 👉  ✅ fork of  ✅> > next gem on👇> > ✅tg: > >  > > #1000xgem",0.13541666666666666,0.5555555555555556,Positivo
yes,0.0,0.0,Neutro
without fail this is going to ath arbitrum is one of the only places that has good options platforms are being built. > [](>  can we send  now?,0.06666666666666665,0.6333333333333333,Positivo
"i'm already able to test the platform and will share my feedback soonish. ✅ airdrop snapshot 13h ago📸✅ early investor  airdrop in 7 days✅ the airpdrop is the first revenue payout, revenue sharing for hodlers activated (buy/sell tax, dex) > [](> ⚠️ attention: tokensight   airdrop snapshot concluded. ⚠️> > block: 18743107 (0x11dff43).> total  to be distributed: 279.43> > distribution will commence next week.> >",0.16999999999999998,0.40166666666666667,Positivo
without fail this is going to ath arbitrum is one of the only places that has good options platforms being built at. > [](>  can we send  now?,0.06666666666666665,0.6333333333333333,Positivo
is underperforming so far and it shows. i could share that /btc is at macro channel bottom and usd pair is breaking out of its diamond bottom.do they deserve it though? the market has no mercy for stubborn emotional investors. community down bad. > [](> one of the biggest mistakes for the typical retail investor in this space is becoming a maxi of one alt.,-0.07870370370370368,0.6592592592592593,Negativo
i participated in the seed round as well. caught the perfect  bottom entry. now it‘s time to profit from the ecosystem. > [](> kapo capital is proud to announce our investment in  seed round.  will be the flagship of lending powered by thorchain. unique model with 0% interest and no liquidation loans against  and . > > this one is a beast. tge will be soon.,0.35500000000000004,0.76,Positivo
"legit think this leg on  from the  lows will be the largest extention we have  seen so far.do not  even get me started on how im viewing this from the bottom, you would not  believe me.still plenty of juice left in the tank imo.",0.0,0.0,Neutro
#btc correcting last nights bounce,0.0,0.06666666666666667,Neutro
wrong decision 💔> [](>   take profit n open a short> > i'm not encouraging high leverage > it is for fun> in cross leverage is just a number > > avoid leverage above 10% even on cross> > repost for chart,-0.06799999999999999,0.40800000000000003,Negativo
"what is common among these coins? > [](> 2021 top performers have not  even started yet> > #trb  #blz and few others had a successful run #skl #ocean #rndr n few others just woke up and testing waters > > these coins need more liquidity and volume to pump, once they start, the market will be unstoppable> > uponly 🚀",0.17500000000000002,0.44166666666666665,Positivo
"what is common among these coins? > [](> 2021 top performers have not  even started yet> > #trb  #blz and few others had a successful run #skl #ocean #rndr n few others just woke up and testing waters > > these coins need more liquidity and volume to pump, once they start, the market will be unstoppable> > uponly 🚀",0.17500000000000002,0.44166666666666665,Positivo
"has reached the next weekly resistance.it could just go straight through, but i think it makes sense to play caution here.",0.1,0.2,Positivo
:  it will be ok... with #koin enjoy the ride,0.45,0.5,Positivo
":   #airdrop was a big one 💰💰💰💰so, i am planning to draft a thread 🧵 on remaining  ecosystem projects,…",0.0,0.1,Neutro
"the market could go back to .000 from here, or it could go straight to .000.i have no idea -- nor do i care. dips are opportunity to bet more, and nothing else.be ready.#bitcoin",0.2333333333333333,0.3,Positivo
: cup and handle reversal pattern on the daily for  i cannot wait for .5,0.0,0.0,Neutro
looks like  is ready for the next leg up!,0.1,0.25,Positivo
/usd up 2ximagine getting clout for accuracy and superior timing.even dinos move when the lion roars.,0.7,0.9,Positivo
🟢  🟢📈 +13% 📈,0.0,0.0,Neutro
"> [](>  monthly buyback & burn grows by 2-4x, compared to the monthly average! 🔥> > zignaly  #ai powered z-score fuels revenue growth leading to an exponentially higher zig buyback & burn 🚀> > it  happening...",0.03125,0.44999999999999996,Positivo
instead of hé reminded me. i did it,0.0,0.0,Neutro
#crypto funding rates pretty elevated. except for . that one is heavily negative.high funding rates can sustain for a long time but it does give increased odds of a quick flush.,0.08333333333333333,0.6,Positivo
"think uniswap might be the next one to move.some nice levels lining up, although a flush first should not be ruled out.",0.2833333333333333,0.4444444444444444,Positivo
just wait untill binance start pumping them old dino coins. cz shilled this in the pasthé must have them baggs,0.1,0.2,Positivo
someone on okx spot just quickly filled a 1000  bid.damn boy.,0.4,0.9,Positivo
altcoins on request.,0.0,0.0,Neutro
up 200% called at pico bottom > [](> few alts in macro accumulation for 10-12+ months > > i think these alts end up ripping hard in 2024> > a prime example of this is,-0.24583333333333335,0.3208333333333333,Negativo
"long overdueno strong retracement for about 7000%, let  see how far it goes  #bonk> [](>",0.1611111111111111,0.7111111111111111,Positivo
looks ready to explode higher,0.225,0.5,Positivo
would you be okay if  pulled back 10-15% from here,0.25,0.25,Positivo
did you short this shit  #srm ?,-0.1,0.55,Negativo
"nice to see big accounts like  realizing the huge potential  has. welcome onboard, my friend! let  ride it to  mcap and beyond.> [](> finally added  |  to my portfolio during this throwback after a chat with the team.> > imo undervalued considering the ecosystem they are  building. dd. will provide more details 🔜> > if you want to play it safe, wait for the falling wedge  breakout.",0.375,0.7375,Positivo
": crpyto in-depth trading strategies.  technical analysis. rotation, patient entries, scaling out of trades:thanks agai…",0.0,0.1,Neutro
fresh  all time high. congrats fam. see you at +.,0.22999999999999998,0.52,Positivo
": the market could go back to .000 from here, or it could go straight to .000.i have no idea -- nor do i care. d…",0.1,0.2,Positivo
the okx chad called his buddy.binance spot whale is back.multiple bids of about 200 .,0.0,0.0,Neutro
"fun fact:with equal position sizing, if you longed this entire 12 week #bitcoin pump - you would  have outperformed a 54 week short that caught the entire bear market move down.it  simply +ev to focus on upside, as it is unlimited.",0.049999999999999996,0.39285714285714285,Positivo
": recently, we witnessed a surge in the  price, soaring from  to .with the  airdrop, the excitement is gr…",0.0,0.25,Neutro
: after  #solana looks like it  time for the red  🔺🔺 #avalanche & probably  #fantom.🪂tell me some #avalan…,0.0,0.0,Neutro
400% 🔥 #pepecommunity and more to come long setups would take time to play outhave patience and follow risk management 👍,0.225,0.45,Positivo
"going to start a bag, fantastic setup via ichimoku! > [](>  dot",0.5,0.9,Positivo
"from losing few hundred dollars on each trade initially (even that was way more than i could afford) making  to  per trade the crypto journey is truly life changing, but it was not  easy i had to put in upto 18 hours a day to understand this shit crypto will make you a…> [](> most of these shit coins will be delisted from #mexc soon😪> > these coins on #mexc  made trading fun-filled and rewarding! > > #pepecommunity make the most of it before it gets delisted",0.14537037037037037,0.5592592592592592,Positivo
"where would we be without the coin telegraph fake  etf news pump? literally same place we are now. it completely retraced within an hour so i do not understand the concept of them ""starting"" the bull run. the pump got erased completely",-0.06000000000000001,0.40499999999999997,Negativo
all the alpha you need wrapped in one coinrwa + base = long term hold for me 🎯,-0.42500000000000004,0.7,Negativo
"first target 2.85second target yearly opennft cycle seems to be gearing up, simpol thesisalso normies can buy on coinbase",0.25,0.3333333333333333,Positivo
1 year +268% rally without a single monthly close below prior months candle body or range.,-0.03571428571428571,0.10714285714285714,Negativo
to 0.10 > [](> hey  peeps> > we have something exciting coming in the next few days if all goes to plan > > countdown until takeoff is on > > iykyk,0.033333333333333326,0.3,Positivo
#bigtimetriggers in play ...buy after deviation,0.0,0.0,Neutro
i'm happy if you made it,0.8,1.0,Positivo
#bonk made the first ever long pullback after it started surging in june and hit 7000% gains > [](> #bonk  short the current market price> repost for chart,0.05,0.3583333333333334,Positivo
i'm happy if you made it,0.8,1.0,Positivo
interesting it was 🤔,0.5,0.5,Positivo
": one of the most profitable and og defi protocols is about to go from inflationary to massively deflationary.on dec 17,…",0.25,0.75,Positivo
: mcdonald  about to have a lot of workers putting in their two week notices.,0.0,0.0,Neutro
happy  #meme  sunday 😍,0.8,1.0,Positivo
"my bull market strategy for brand new altcoins is very simpleput your chart on log and use fibonacci extensions to determine targets, as is depicted in the chartgenerally speaking, the first leg is usually the shortest and the second leg is most often the longestin…",0.1393939393939394,0.3063131313131313,Positivo
"longed #btc at .9k. hope everyone is having a great weekend😎, think we see upside before the weekly close. let  see how this plays out. 🔥",0.8,0.75,Positivo
#turbo happy turbo sunday 😀 > [](>   short the cmp around 0.00065 > repost for chart,0.4,0.65,Positivo
#avax  might do a short pullbackweekend position,0.0,0.3,Neutro
": the market could go back to .000 from here, or it could go straight to .000.i have no idea -- nor do i care. d…",0.1,0.2,Positivo
:  on solcan try your luck #noanfam!note: always use a different wallet.#solana #aird…,0.0,0.6,Neutro
"during the recent move up, a lot of open interest was added to eth. over 10% of it  total.i assume most of these are longs but they are still comfy and in profit.below the red line is where some would start closing out as they would  be getting underwater.watch that level.",0.125,0.3125,Positivo
good morning! a little bit of sunday fun. because sometimes it really do be like that.,0.296875,0.375,Positivo
about to go for new highsgrow potential is huge. marketcap is only 39 milhigher 🤝,0.1340909090909091,0.8386363636363636,Positivo
looking for proper-sized longs once we get confirmation that mid-range holds.the inefficiency (squeeze candle) will be filled in the process.,0.4,0.9,Positivo
"imo  has absolutely proved itself in the #gamblefi space.they have  been battle tested + came out unscathed.their newly launched v3 platform has all the functionality of rollbit, except 60% of revenue goes to stakers.testing ath resistance for the millionth time. one of…",0.16818181818181818,0.6772727272727272,Positivo
"not the reaction you want to see imowould think that we first fill this inefficiency, (the squeeze candle), perhaps we fill it partly, but a pullback is pretty likely.after that, huge upside.",0.30000000000000004,0.7444444444444445,Positivo
